MENTION	XMLBOTTOM	XML	PATTERN	SCORE	POS
29563	 <COMPANY>[X]</COMPANY> , <PLACE_FOUNDED>[Y]</PLACE_FOUNDED> ,	 <COMPANY>[X]</COMPANY> , <PLACE_FOUNDED>[Y]</PLACE_FOUNDED> ,	 <COMPANY></COMPANY> , <PLACE_FOUNDED></PLACE_FOUNDED> ,	0.2721998968	1
29564	 <COMPANY>[X]</COMPANY> , <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <COMPANY>[X]</COMPANY> , <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <COMPANY></COMPANY> , <PLACE_FOUNDED></PLACE_FOUNDED>	0.0651998968	3
29565	 <COMPANY>[X]</COMPANY>	 <COMPANY>[X]</COMPANY>	 <COMPANY></COMPANY>	0.2489173375	1
29565	<COMPANY>[X]</COMPANY> , <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> , <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> , <PLACE_FOUNDED></PLACE_FOUNDED>	0.2095	0
29570	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	0
29571	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	3
29572	– <COMPANY>[X]</COMPANY>	– <COMPANY>[X]</COMPANY>	– <COMPANY></COMPANY>	0.0045	1
29576	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	0
29577	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	3
29580	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	0
29581	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	3
29582	<COMPANY>[X]</COMPANY> globe	<COMPANY>[X]</COMPANY> globe	<COMPANY></COMPANY> globe	0.2601998968	0
29584	 <COMPANY>[X]</COMPANY>	 <COMPANY>[X]</COMPANY>	 <COMPANY></COMPANY>	0.2489173375	1
29587	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED></PLACE_FOUNDED>	0.3692054008	1
29589	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	0
29593	<COMPANY>[X]</COMPANY> globe	<COMPANY>[X]</COMPANY> globe	<COMPANY></COMPANY> globe	0.2601998968	0
29595	st <COMPANY>[X]</COMPANY>	st <COMPANY>[X]</COMPANY>	st <COMPANY></COMPANY>	0.0451013072	1
29598	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	0
29599	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	3
29600	<COMPANY>[X]</COMPANY> 's headquarters	<COMPANY>[X]</COMPANY> 's headquarters	<COMPANY></COMPANY> 's headquarters	0.0711410733	0
29602	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	0
29603	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	3
29604	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	0
29606	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	0
29607	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	3
29608	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	0
29610	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	0
29612	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	0
29613	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	3
29614	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	0
29616	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	0
29618	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	0
29619	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	3
29620	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	0
29622	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	0
29623	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	3
29624	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	0
29626	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	0
29628	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	0
29630	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	0
29633	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> county	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> county	<PLACE_FOUNDED></PLACE_FOUNDED> county	0.2461013072	0
29636	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	0
29638	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	0
29640	 <COMPANY>[X]</COMPANY>	 <COMPANY>[X]</COMPANY>	 <COMPANY></COMPANY>	0.2489173375	1
29642	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	0
29643	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	3
29647	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	0
29660	central <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	central <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	central <PLACE_FOUNDED></PLACE_FOUNDED>	0.2471013072	1
29661	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	0
29665	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	0
29666	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> globe in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> globe in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2621998968	3
29668	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> ),	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> ),	<PLACE_FOUNDED></PLACE_FOUNDED> ),	0.2391013072	0
29669	company <COMPANY>[X]</COMPANY>	company <COMPANY>[X]</COMPANY>	company <COMPANY></COMPANY>	0.2161601307	1
29675	 <COMPANY>[X]</COMPANY>	 <COMPANY>[X]</COMPANY>	 <COMPANY></COMPANY>	0.2489173375	1
29694	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> area	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> area	<PLACE_FOUNDED></PLACE_FOUNDED> area	0.2161601307	0
29702	<COMPANY>[X]</COMPANY> company	<COMPANY>[X]</COMPANY> company	<COMPANY></COMPANY> company	0.2618323013	0
29709	city of <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	city of <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	city of <PLACE_FOUNDED></PLACE_FOUNDED>	0.0581410733	2
29712	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> -based <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> -based <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> -based <COMPANY></COMPANY>	0.0631410733	0
29713	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> -based <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> -based <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> -based <COMPANY></COMPANY>	0.0631410733	2
29714	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> -based <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> -based <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> -based <COMPANY></COMPANY>	0.0631410733	0
29715	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> -based <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> -based <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> -based <COMPANY></COMPANY>	0.0631410733	2
29718	<COMPANY>[X]</COMPANY> , <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> , <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> , <PLACE_FOUNDED></PLACE_FOUNDED>	0.2095	0
29719	<COMPANY>[X]</COMPANY> , <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> , <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> , <PLACE_FOUNDED></PLACE_FOUNDED>	0.2095	2
29722	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> -based <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> -based <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> -based <COMPANY></COMPANY>	0.0631410733	0
29723	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> -based <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> -based <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> -based <COMPANY></COMPANY>	0.0631410733	2
29743	north <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	north <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	north <PLACE_FOUNDED></PLACE_FOUNDED>	0.2171601307	1
29746	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> stock	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> stock	<PLACE_FOUNDED></PLACE_FOUNDED> stock	0.2161601307	0
29748	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> stock	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> stock	<PLACE_FOUNDED></PLACE_FOUNDED> stock	0.2161601307	0
29750	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED></PLACE_FOUNDED>	0.3692054008	1
29752	<COMPANY>[X]</COMPANY> corporation,	<COMPANY>[X]</COMPANY> corporation,	<COMPANY></COMPANY> corporation,	0.0261601307	0
29758	<COMPANY>[X]</COMPANY> 's headquarters	<COMPANY>[X]</COMPANY> 's headquarters	<COMPANY></COMPANY> 's headquarters	0.0711410733	0
29760	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2435397661	0
29761	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2435397661	2
29765	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED></PLACE_FOUNDED> records	0.2661013072	0
29767	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED></PLACE_FOUNDED> records	0.2661013072	0
29771	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED></PLACE_FOUNDED> records	0.2661013072	0
29775	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2435397661	0
29776	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2435397661	2
29781	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED></PLACE_FOUNDED> records	0.2661013072	0
29782	(now <COMPANY>[X]</COMPANY>	(now <COMPANY>[X]</COMPANY>	(now <COMPANY></COMPANY>	0.0261601307	1
29791	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED></PLACE_FOUNDED> records	0.2661013072	0
29792	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED></PLACE_FOUNDED> records	0.2661013072	0
29794	studios in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	studios in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	studios in <PLACE_FOUNDED></PLACE_FOUNDED>	0.0491013072	2
29797	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED></PLACE_FOUNDED> records	0.2661013072	0
29799	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED></PLACE_FOUNDED> records	0.2661013072	0
29804	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED></PLACE_FOUNDED> records	0.2661013072	0
29806	 <COMPANY>[X]</COMPANY>	 <COMPANY>[X]</COMPANY>	 <COMPANY></COMPANY>	0.2489173375	1
29809	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED></PLACE_FOUNDED>	0.3692054008	1
29816	<COMPANY>[X]</COMPANY> ( <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> ( <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> ( <PLACE_FOUNDED></PLACE_FOUNDED>	0.0401998968	0
29817	<COMPANY>[X]</COMPANY> ( <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> ( <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> ( <PLACE_FOUNDED></PLACE_FOUNDED>	0.0401998968	2
29822	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED></PLACE_FOUNDED> records	0.2661013072	0
29825	east <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	east <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	east <PLACE_FOUNDED></PLACE_FOUNDED>	0.2171601307	1
29827	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED></PLACE_FOUNDED> records	0.2661013072	0
29829	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED></PLACE_FOUNDED> records	0.2661013072	0
29831	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED></PLACE_FOUNDED> records	0.2661013072	0
29833	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED></PLACE_FOUNDED> records	0.2661013072	0
29835	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED></PLACE_FOUNDED> records	0.2661013072	0
29837	<COMPANY>[X]</COMPANY> ( <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> ( <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> ( <PLACE_FOUNDED></PLACE_FOUNDED>	0.0401998968	0
29838	<COMPANY>[X]</COMPANY> ( <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> ( <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> ( <PLACE_FOUNDED></PLACE_FOUNDED>	0.0401998968	2
29839	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED></PLACE_FOUNDED> records	0.2661013072	0
29842	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED></PLACE_FOUNDED> records	0.2661013072	0
29846	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED></PLACE_FOUNDED> records	0.2661013072	0
29849	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2435397661	0
29850	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2435397661	2
29851	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED></PLACE_FOUNDED>	0.3692054008	1
29851	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED></PLACE_FOUNDED> records	0.2661013072	0
29853	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED></PLACE_FOUNDED> records	0.2661013072	0
29856	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED></PLACE_FOUNDED> records	0.2661013072	0
29858	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED></PLACE_FOUNDED> records	0.2661013072	0
29860	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED></PLACE_FOUNDED> records	0.2661013072	0
29868	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> records	<PLACE_FOUNDED></PLACE_FOUNDED> records	0.2661013072	0
